
RITZ,20/10/05 17:23:50,Clock In
RITZ,20/10/05 19:53:58,Clock Out
RITZ,20/10/05 19:54:15,Clock Out
OBAMA,22/05/26 18:06:44,Clock In
OBAMA,22/05/26 18:06:59,Clock Out
